ACCOUNT_ID,CUSTOMER_ID,ACCOUNT_TYPE,ACCOUNT_BALANCE,JOINT_ACCOUNT_HOLDER,BANKCARD,ONLINE_ACCESS,CARDNB,RTN
101625,1625,SAV,2565.75,YES,YES,NO ,3400-000000-00009,307070267
201625,1625,CHK,2099.25,YES,YES,NO ,30111111161229,21200339
101626,1626,CHK,19208,YES,NO ,NO ,,51000017
101627,1627,CHK,18030,YES,YES,NO ,,124000737
101628,1628,LN ,124871,NO ,NO ,NO ,5520111111111120,51000017
101629,1629,CHK,82,NO ,YES,YES,,52001633
101630,1630,CHK,4470.4,NO ,YES,NO ,4024 0071 2159 5481,122101706
201630,1630,SAV,3657.6,NO ,YES,NO ,5520111111111120,113000023
101631,1631,CHK,14311,YES,NO ,NO ,5169-7990-9185-4334,125000574
101632,1632,LN ,16958,YES,NO ,NO ,3528309518562060,211672531
101633,1633,CHK,25205,NO ,NO ,NO ,,211672531
101634,1634,CHK,24748,YES,NO ,NO ,30011111111119,61000052
101635,1635,CHK,4205.85,YES,NO ,NO ,30011111111119,122400724
201635,1635,SAV,3441.15,YES,NO ,NO ,6011567891012130,52001633
101636,1636,LN ,8073,YES,NO ,NO ,5462522444922680,125000574
101637,1637,CHK,3997,YES,NO ,NO ,,54001204
101638,1638,SAV,14171,NO ,YES,NO ,,211672531
101639,1639,SAV,1796,NO ,YES,NO ,,51000017
101640,1640,SAV,1785.85,NO ,YES,NO ,,111000025
201640,1640,CHK,1461.15,NO ,YES,NO ,30411111111111,63000047
101641,1641,CHK,6870,NO ,YES,NO ,36111111111111,11000138
101642,1642,CHK,15,YES,NO ,NO ,30210111161229,31202084
101643,1643,CHK,1391,NO ,YES,NO ,180030951856201,123002011
101644,1644,LN ,37722,NO ,YES,NO ,4024007121595480,51000017
101645,1645,CHK,354.2,NO ,YES,YES,340000000000009,11000138
201645,1645,SAV,289.8,NO ,YES,YES,5580977968891500,125200879
101646,1646,CHK,8433,NO ,YES,YES,4146 6643 9004 5458,101100045
101647,1647,CHK,5710,NO ,YES,YES,3400 000000 00009,101100045
101648,1648,LN ,-7190,NO ,NO ,NO ,30310111161029,211672531
101649,1649,CHK,48935,NO ,NO ,NO ,4146-6643-9004-5458,101000035
101650,1650,CHK,43563.3,YES,YES,NO ,4024-0071-2159-5481,11500010
201650,1650,SAV,35642.7,YES,YES,NO ,4024007121595480,103000017
101651,1651,CHK,5247,YES,NO ,NO ,6520224090045450,63100277
101652,1652,LN ,4315,NO ,YES,YES,3400-000000-00009,53000196
101653,1653,CHK,34011,YES,NO ,NO ,,123002011
101654,1654,CHK,12395,NO ,YES,NO ,30310111161029,125200879
101655,1655,CHK,7004.25,YES,NO ,NO ,3528309518562060,123002011
201655,1655,SAV,5730.75,YES,NO ,NO ,4146664390045450,11000138
101656,1656,LN ,2522,NO ,YES,NO ,340000000000009,53904483
101657,1657,SAV,-1852,YES,NO ,NO ,5520111111111120,31202084
101658,1658,SAV,19826,YES,NO ,NO ,5520111111111120,101000035
101659,1659,SAV,14454,NO ,NO ,NO ,4024 0071 2159 5481,125000574
101660,1660,SAV,18267.7,YES,NO ,NO ,6520224090045450,53904483
201660,1660,CHK,14946.3,YES,NO ,NO ,213130951856200,71000505
101661,1661,SAV,9817,NO ,NO ,NO ,180030951856201,125000574
101662,1662,SAV,22432,YES,NO ,NO ,5169 7990 9185 4334,211672531
101663,1663,SAV,9113,NO ,YES,YES,3400 000000 00009,41001039
101664,1664,SAV,101500,YES,YES,NO ,6220264390045750,31202084
101665,1665,SAV,43744.8,YES,NO ,NO ,30011111111119,124000737
201665,1665,CHK,35791.2,YES,NO ,NO ,6220264390045750,61000052
101666,1666,SAV,22139,YES,NO ,NO ,5169799091854330,64000020
101667,1667,SAV,9188,YES,NO ,YES,4146 6643 9004 5458,125200879
101668,1668,LN ,2776,NO ,YES,NO ,3400 000000 00009,51000017
101669,1669,CHK,2856,NO ,YES,NO ,5383908528354960,125000024
101670,1670,CHK,14286.25,NO ,YES,NO ,30411111111111,123002011
201670,1670,SAV,11688.75,NO ,YES,NO ,30510011111111,123103716
101671,1671,CHK,42781,YES,NO ,NO ,6011567891012130,81904808
101672,1672,LN ,8721,NO ,YES,NO ,30411111111111,111000025
101673,1673,CHK,837,NO ,YES,YES,6220264390045750,103000017
101674,1674,CHK,37764,YES,NO ,NO ,,31202084
101675,1675,CHK,1490.5,NO ,YES,NO ,3528-3095-1856-2063,125000574
201675,1675,SAV,1219.5,NO ,YES,NO ,213130951856200,51000017
101676,1676,SAV,387,YES,NO ,NO ,340000000000009,211672531
101677,1677,SAV,1024,YES,YES,NO ,3400 000000 00009,125000024
101678,1678,SAV,4101,YES,NO ,NO ,30011111111119,31202084
101679,1679,SAV,4687,YES,NO ,NO ,30011111111119,26009593
101680,1680,LN ,5040,YES,NO ,YES,4024007121595480,71000505
101681,1681,CHK,19337,YES,NO ,NO ,6520224090045450,54001204
101682,1682,CHK,6283,YES,YES,NO ,5520111111111120,64000020
101683,1683,SAV,12487,NO ,YES,NO ,3528-3095-1856-2063,61000052
101684,1684,SAV,5346,YES,NO ,NO ,5383908528354960,61000052
101685,1685,SAV,1164.9,NO ,YES,YES,5580977968891500,11000138
201685,1685,CHK,953.1,NO ,YES,YES,4024 0071 2159 5481,63100277
101686,1686,SAV,7520,YES,NO ,NO ,,125200879
101687,1687,CHK,12046,NO ,YES,NO ,5462522444922680,211672531
101688,1688,LN ,895,NO ,YES,YES,,323070380
101689,1689,CHK,9319,YES,YES,YES,5423111111111110,11000138
101690,1690,CHK,28732.55,YES,YES,NO ,4146 6643 9004 5458,41001039
201690,1690,SAV,23508.45,YES,YES,NO ,6011567891012130,51000017
101691,1691,CHK,2929,NO ,YES,NO ,5462522444922680,124101555
101692,1692,LN ,5616,NO ,YES,YES,36111111111111,53904483
101693,1693,CHK,14532,NO ,YES,NO ,3528-3095-1856-2063,11000138
101694,1694,CHK,3030,YES,NO ,NO ,5580977968891500,31202084
101695,1695,CHK,19333.6,YES,YES,NO ,5423111111111110,125200879
201695,1695,SAV,15818.4,YES,YES,NO ,3400-000000-00009,81000032
101696,1696,LN ,27904,NO ,YES,NO ,30510011111111,82000073
101697,1697,CHK,23084,NO ,YES,NO ,30510011111111,26009593
101698,1698,SAV,3554,YES,YES,NO ,378282246310005,323070380
101699,1699,SAV,-250,NO ,NO ,YES,5580977968891500,71000505
101700,1700,SAV,7437.65,NO ,YES,YES,5285696282092970,71000505
201700,1700,CHK,6085.35,NO ,YES,YES,3528-3095-1856-2063,31202084
100684,684,LN ,8349,NO ,NO ,NO ,3528309518562060,11500010
100685,685,CHK,193.05,NO ,YES,YES,5169799091854330,125000024
200685,685,SAV,157.95,NO ,YES,YES,3528-3095-1856-2063,61000052
100686,686,SAV,2976,YES,NO ,NO ,,125000574
100687,687,SAV,17798,NO ,NO ,NO ,5423111111111110,61000052
100688,688,SAV,-5,NO ,NO ,NO ,3528-3095-1856-2063,113000023
100689,689,SAV,872,NO ,NO ,NO ,4146664390045450,11200365
100690,690,SAV,9100.3,NO ,NO ,NO ,5169-7990-9185-4334,81904808
200690,690,CHK,7445.7,NO ,NO ,NO ,4146-6643-9004-5458,53904483
100691,691,SAV,1711,YES,NO ,NO ,36111111111111,125000574
100692,692,SAV,2229,YES,NO ,NO ,4024 0071 2159 5481,11400495
100693,693,CHK,11294,YES,NO ,NO ,30510011111111,121000358
100694,694,CHK,2540,NO ,NO ,NO ,378282246310005,71214579
100695,695,CHK,5111.7,YES,NO ,NO ,5580977968891500,82000073
200695,695,SAV,4182.3,YES,NO ,NO ,3400-000000-00009,51000017
100696,696,SAV,611,NO ,NO ,NO ,213130951856200,54001204
100697,697,SAV,6419,NO ,NO ,NO ,30411111111111,123002011
100698,698,SAV,726,YES,NO ,YES,,11200365
100699,699,CHK,2804,NO ,NO ,NO ,5423111111111110,307070267
100787,787,CHK,2195,NO ,NO ,NO ,5169-7990-9185-4334,81000032
100788,788,LN ,50187,NO ,NO ,NO ,4146-6643-9004-5458,307070267
100789,789,CHK,59757,NO ,NO ,NO ,6011567891012130,71103619
100790,790,CHK,547.25,YES,NO ,NO ,3528-3095-1856-2063,123103716
200790,790,SAV,447.75,YES,NO ,NO ,340000000000009,123103716
100791,791,CHK,6468,YES,NO ,NO ,5462522444922680,26009593
100792,792,SAV,2149,YES,NO ,NO ,4146664390045450,64000020
100793,793,SAV,98,YES,NO ,NO ,5169 7990 9185 4334,21200339
100794,794,SAV,273,NO ,YES,NO ,5285696282092970,41001039
100795,795,SAV,585.2,NO ,YES,NO ,5169 7990 9185 4334,71103619
200795,795,CHK,478.8,NO ,YES,NO ,180030951856201,122101706
100796,796,SAV,13328,NO ,NO ,NO ,6220264390045750,11900571
100797,797,SAV,345,NO ,YES,NO ,6520224090045450,11900571
100798,798,SAV,14406,NO ,NO ,NO ,30111111161229,71214579
100799,799,SAV,903,NO ,NO ,NO ,5169-7990-9185-4334,11000138
100800,800,LN ,19620,YES,NO ,NO ,3400-000000-00009,31202084
100801,801,CHK,54703,NO ,NO ,NO ,3528-3095-1856-2063,211672531
100802,802,SAV,6976,YES,YES,NO ,180030951856201,123103716
100803,803,SAV,37757,NO ,YES,NO ,6520224090045450,31202084
100804,804,SAV,19543,YES,NO ,NO ,5423111111111110,11400495
100805,805,CHK,6566.45,NO ,NO ,NO ,3400-000000-00009,11900571
200805,805,SAV,5372.55,NO ,NO ,NO ,4024007121595480,52001633
100806,806,CHK,546,NO ,YES,YES,5383908528354960,211672531
100807,807,CHK,780,NO ,YES,NO ,3528309518562060,124000737
100808,808,LN ,1066,YES,NO ,NO ,5462522444922680,31202084
100809,809,SAV,15401,YES,NO ,NO ,,73000176
100810,810,SAV,9445.15,NO ,YES,NO ,38111111111119,11000138
200810,810,CHK,7727.85,NO ,YES,NO ,5169 7990 9185 4334,123103716
100811,811,SAV,-1715,YES,NO ,NO ,4146 6643 9004 5458,125000574
100812,812,LN ,291,YES,NO ,NO ,6520224090045450,81000032
100813,813,CHK,37014,NO ,NO ,NO ,30310111161029,125000574
100814,814,CHK,30,NO ,YES,YES,5383908528354960,71103619
100815,815,CHK,1038.4,YES,NO ,NO ,38111111111119,123103716
200815,815,SAV,849.6,YES,NO ,NO ,38111111111119,11200608
100816,816,LN ,860,NO ,YES,NO ,30411111111111,21300077
100817,817,CHK,6233,YES,NO ,NO ,5423111111111110,51000017
100818,818,SAV,572,YES,YES,NO ,38111111111119,11200608
100819,819,SAV,61785,YES,NO ,NO ,30210111161229,124101555
100820,820,SAV,1834.25,YES,NO ,NO ,30111111161229,21300077
200820,820,CHK,1500.75,YES,NO ,NO ,5462522444922680,124101555
100821,821,SAV,32321,NO ,NO ,NO ,213130951856200,124101555
100822,822,SAV,7193,YES,NO ,NO ,,63100277
100823,823,SAV,38350,NO ,YES,NO ,30510011111111,31202084
100824,824,SAV,7146,NO ,NO ,NO ,30210111161229,101000035
100825,825,SAV,6512.55,NO ,YES,NO ,378282246310005,123103716
200825,825,CHK,5328.45,NO ,YES,NO ,5169-7990-9185-4334,63000047
100826,826,SAV,1415,YES,NO ,NO ,3528309518562060,124000737
100827,827,SAV,5120,YES,NO ,NO ,5520111111111120,63000047
100828,828,SAV,2829,YES,YES,NO ,5169799091854330,11500010
100829,829,SAV,6399,NO ,YES,NO ,5285696282092970,122101706
100830,830,SAV,180.4,NO ,NO ,NO ,3528-3095-1856-2063,101100045
200830,830,CHK,147.6,NO ,NO ,NO ,340000000000009,11000138
100831,831,SAV,5340,YES,NO ,NO ,36111111111111,323070380
100832,832,SAV,25789,YES,NO ,NO ,36111111111111,31202084
100833,833,SAV,592,NO ,NO ,NO ,5169-7990-9185-4334,71000505
100834,834,CHK,8068,YES,NO ,NO ,5383908528354960,125000574
100835,835,CHK,611.6,NO ,YES,NO ,5169-7990-9185-4334,21300077
200835,835,SAV,500.4,NO ,YES,NO ,3528-3095-1856-2063,11200608
100836,836,LN ,1627,NO ,YES,NO ,30111111161229,11900571
100837,837,CHK,2350,NO ,NO ,NO ,6520224090045450,63000047
100838,838,CHK,23674,NO ,NO ,NO ,4146664390045450,11000138
100839,839,CHK,327,NO ,YES,NO ,30011111111119,307070267
100840,840,LN ,2413,NO ,NO ,NO ,6011567891012130,122400724
100841,841,CHK,3881,NO ,NO ,NO ,30310111161029,81000032
100842,842,SAV,216894,NO ,NO ,NO ,5169799091854330,51000017
100843,843,SAV,2365,NO ,NO ,NO ,5383908528354960,51000017
100844,844,SAV,1750,NO ,NO ,NO ,4024007121595480,21300077
100845,845,SAV,3546.95,NO ,NO ,NO ,4146 6643 9004 5458,123103716
200845,845,CHK,2902.05,NO ,NO ,NO ,3530 1113 3330 0000,113000023
100846,846,SAV,6799,NO ,YES,YES,3528-3095-1856-2063,52001633
100847,847,SAV,994,YES,YES,YES,3530 1113 3330 0000,82000073
100848,848,LN ,886,YES,NO ,NO ,3530 1113 3330 0000,123103716
100849,849,CHK,2428,YES,NO ,NO ,5462522444922680,51000017
100850,850,CHK,7900.75,NO ,NO ,NO ,4146 6643 9004 5458,11200608
200850,850,SAV,6464.25,NO ,NO ,NO ,5169-7990-9185-4334,123002011
200765,765,CHK,14502.6,NO ,YES,NO ,4146664390045450,81904808
100766,766,SAV,36203,NO ,NO ,NO ,3530 1113 3330 0000,11400495
100767,767,CHK,-9251,NO ,NO ,NO ,4146 6643 9004 5458,51000017
100768,768,LN ,41138,NO ,NO ,NO ,30111111161229,71214579
100769,769,CHK,14667,NO ,NO ,NO ,180030951856201,73000176
100770,770,CHK,0,NO ,YES,YES,,71214579
200770,770,SAV,0,NO ,YES,YES,5462522444922680,71214579
100771,771,CHK,1042,NO ,YES,YES,38111111111119,71000505
100772,772,LN ,86734,NO ,NO ,NO ,5169799091854330,81904808
100773,773,CHK,21640,NO ,NO ,NO ,3528309518562060,71000505
100774,774,SAV,11127,YES,NO ,NO ,4024 0071 2159 5481,107000327
100775,775,SAV,293.7,NO ,YES,NO ,180030951856201,307070267
200775,775,CHK,240.3,NO ,YES,NO ,3400 000000 00009,123002011
100776,776,SAV,3418,YES,NO ,NO ,5520111111111120,122400724
100777,777,SAV,87,NO ,YES,YES,213130951856200,54001204
100778,778,CHK,39135,NO ,NO ,NO ,,51000017
100779,779,CHK,122592,NO ,NO ,NO ,4024 0071 2159 5481,71103619
100780,780,LN ,6843,YES,YES,NO ,5580977968891500,81904808
100781,781,CHK,293,YES,NO ,NO ,213130951856200,61000052
100782,782,SAV,808,NO ,YES,NO ,3400-000000-00009,11400495
100783,783,SAV,4235,NO ,YES,NO ,5169-7990-9185-4334,73000176
100784,784,SAV,15206,YES,NO ,NO ,3528309518562060,64000020
100785,785,SAV,92.95,NO ,NO ,NO ,30411111111111,121000358
200785,785,CHK,76.05,NO ,NO ,NO ,30210111161229,53000196
100786,786,CHK,195,YES,NO ,YES,30411111111111,101000035
100873,873,CHK,2689,YES,NO ,NO ,30310111161029,52001633
100874,874,CHK,84506,NO ,NO ,NO ,3528-3095-1856-2063,61000052
100875,875,CHK,41431.5,YES,NO ,NO ,4146664390045450,11000138
200875,875,SAV,33898.5,YES,NO ,NO ,,61000052
100876,876,LN ,60796,YES,NO ,NO ,3530 1113 3330 0000,26009593
100877,877,CHK,24153,YES,YES,NO ,340000000000009,73000176
100878,878,CHK,1365,NO ,NO ,NO ,4146664390045450,26009593
100879,879,CHK,87676,NO ,NO ,NO ,30011111111119,113000023
100880,880,LN ,126873,YES,YES,NO ,5520111111111120,41001039
100881,881,SAV,4613,YES,NO ,NO ,5580977968891500,21200339
100882,882,SAV,-134,NO ,YES,NO ,,21300077
100883,883,SAV,5395,NO ,NO ,NO ,3528309518562060,121000358
100884,884,SAV,1599,NO ,NO ,NO ,36111111111111,51000017
100885,885,SAV,673.75,YES,NO ,NO ,30310111161029,101100045
200885,885,CHK,551.25,YES,NO ,NO ,5580977968891500,122101706
100886,886,SAV,3291,YES,NO ,NO ,4146-6643-9004-5458,121000358
100887,887,CHK,11145,YES,NO ,NO ,4146 6643 9004 5458,11000138
100888,888,LN ,38461,NO ,NO ,NO ,6220264390045750,53904483
100889,889,CHK,53797,YES,NO ,NO ,5383908528354960,122101706
100890,890,SAV,31879.65,YES,NO ,NO ,180030951856201,103000017
200890,890,CHK,26083.35,YES,NO ,NO ,,71000505
100891,891,SAV,7425,YES,NO ,NO ,30411111111111,21300077
100892,892,SAV,199856,YES,YES,NO ,,101100045
100893,893,SAV,8807,YES,YES,NO ,30111111161229,82000073
100894,894,SAV,29987,NO ,NO ,NO ,,41001039
100895,895,SAV,42413.8,NO ,NO ,NO ,340000000000009,51000017
200895,895,CHK,34702.2,NO ,NO ,NO ,5520111111111120,53000196
100896,896,SAV,511,YES,NO ,NO ,6220264390045750,307070267
100897,897,SAV,5704,NO ,NO ,NO ,3400-000000-00009,103000017
100898,898,SAV,603,NO ,YES,NO ,378282246310005,26009593
100899,899,SAV,2084,NO ,YES,NO ,30111111161229,73000176
100900,900,SAV,17240.3,NO ,NO ,NO ,180030951856201,11200608
200900,900,CHK,14105.7,NO ,NO ,NO ,30310111161029,81904808
100901,901,SAV,353,NO ,YES,NO ,5169799091854330,63100277
100902,902,SAV,437,NO ,YES,NO ,3528309518562060,123103716
100903,903,CHK,37797,YES,NO ,NO ,5169 7990 9185 4334,113000023
100904,904,LN ,3770,NO ,YES,NO ,4024-0071-2159-5481,124000737
100905,905,CHK,3248.85,YES,NO ,NO ,4146-6643-9004-5458,63100277
200905,905,SAV,2658.15,YES,NO ,NO ,180030951856201,125000574
100906,906,SAV,67110,YES,NO ,NO ,5580977968891500,71103619
100907,907,SAV,29487,YES,NO ,NO ,3528-3095-1856-2063,11200608
100908,908,SAV,13089,YES,YES,NO ,5580977968891500,81000032
100909,909,SAV,12108,NO ,YES,NO ,4146664390045450,124000737
100910,910,SAV,10133.2,YES,NO ,NO ,5520111111111120,113000023
200910,910,CHK,8290.8,YES,NO ,NO ,6520224090045450,26009593
100911,911,SAV,52581,YES,NO ,NO ,3528309518562060,11500010
100912,912,SAV,61623,YES,NO ,NO ,5383908528354960,307070267
100913,913,SAV,5,NO ,YES,YES,4146 6643 9004 5458,52001633
100914,914,SAV,37126,YES,YES,NO ,30210111161229,71000505
100915,915,SAV,-738.65,NO ,NO ,NO ,4024 0071 2159 5481,125000574
200915,915,CHK,-604.35,NO ,NO ,NO ,30310111161029,73000176
100916,916,SAV,964,NO ,YES,NO ,6520224090045450,11900571
100917,917,CHK,94684,NO ,YES,NO ,30411111111111,124000737
100918,918,CHK,28836,NO ,NO ,YES,6220264390045750,11500010
100919,919,CHK,1756,NO ,YES,NO ,30510011111111,11200608
100920,920,LN ,2719,YES,NO ,NO ,3400 000000 00009,103000017
100921,921,SAV,29526,YES,NO ,NO ,340000000000009,125200879
100922,922,SAV,1630,NO ,YES,NO ,6011567891012130,125000024
100923,923,SAV,58187,YES,NO ,NO ,5169799091854330,61000052
100924,924,LN ,8295,NO ,YES,NO ,30411111111111,51000017
100925,925,CHK,21662.3,YES,NO ,NO ,340000000000009,11500010
200925,925,SAV,17723.7,YES,NO ,NO ,4024007121595480,63000047
100926,926,CHK,85456,YES,NO ,NO ,36111111111111,21200339
100927,927,SAV,738,NO ,YES,NO ,5520111111111120,122101706
100928,928,SAV,6218,NO ,YES,NO ,3400-000000-00009,101100045
100929,929,SAV,28350,NO ,YES,NO ,,54001204
100930,930,SAV,101.2,NO ,YES,NO ,30111111161229,41001039
200930,930,CHK,82.8,NO ,YES,NO ,5383908528354960,61000052
100931,931,CHK,120,YES,NO ,NO ,4146-6643-9004-5458,81904808
100932,932,LN ,853,NO ,NO ,NO ,213130951856200,52001633
100933,933,CHK,16919,NO ,NO ,NO ,,81000032
100934,934,CHK,27835,YES,NO ,NO ,30210111161229,63000047
100935,935,SAV,9633.8,NO ,NO ,NO ,5285696282092970,31202084
200935,935,CHK,7882.2,NO ,NO ,NO ,30210111161229,63100277
100936,936,SAV,33103,YES,NO ,NO ,5169 7990 9185 4334,124101555
100851,851,SAV,58519,NO ,NO ,NO ,213130951856200,123103716
100852,852,SAV,11442,YES,YES,NO ,30111111161229,11500010
100853,853,SAV,22986,YES,NO ,NO ,6011567891012130,11500010
100854,854,SAV,64100,YES,NO ,NO ,36111111111111,123103716
100855,855,SAV,37.4,NO ,YES,YES,3400-000000-00009,122101706
200855,855,CHK,30.6,NO ,YES,YES,4024-0071-2159-5481,113000023
100856,856,SAV,20436,YES,NO ,NO ,4146664390045450,81000032
100857,857,SAV,3005,NO ,YES,NO ,4024-0071-2159-5481,53000196
100858,858,CHK,34027,NO ,NO ,NO ,6011567891012130,71000505
100859,859,CHK,737,NO ,YES,YES,4024 0071 2159 5481,26009593
100860,860,LN ,2370,YES,NO ,NO ,30210111161229,11900571
100861,861,CHK,22051,YES,NO ,NO ,,11900571
100862,862,CHK,52381,NO ,NO ,NO ,5580977968891500,63000047
100863,863,CHK,69947,YES,NO ,NO ,30210111161229,11400495
100864,864,LN ,6724,YES,YES,NO ,,21200339
100865,865,CHK,131.45,NO ,NO ,NO ,5462522444922680,52001633
200865,865,SAV,107.55,NO ,NO ,NO ,,21000322
100866,866,SAV,6092,NO ,NO ,NO ,4024 0071 2159 5481,54001204
100867,867,SAV,2224,NO ,NO ,NO ,3528-3095-1856-2063,26009593
100868,868,SAV,40564,NO ,NO ,NO ,6520224090045450,71103619
100869,869,SAV,1898,NO ,YES,NO ,36111111111111,123103716
100870,870,CHK,5464.25,NO ,NO ,NO ,,11200608
200870,870,SAV,4470.75,NO ,NO ,NO ,30210111161229,107000327
100871,871,CHK,429066,NO ,NO ,NO ,30411111111111,11900571
100872,872,LN ,26634,YES,NO ,NO ,6011567891012130,11900571
100958,958,CHK,535,NO ,YES,NO ,5169799091854330,31202084
100959,959,CHK,11372,NO ,YES,NO ,30111111161229,122400724
100960,960,SAV,19333.6,YES,YES,NO ,180030951856201,124101555
200960,960,CHK,15818.4,YES,YES,NO ,4024007121595480,124000737
100961,961,SAV,118034,NO ,YES,NO ,5383908528354960,26009593
100962,962,SAV,759,NO ,YES,NO ,3400-000000-00009,124000737
100963,963,SAV,5004,NO ,YES,YES,4146664390045450,113000023
100964,964,SAV,16381,YES,YES,NO ,213130951856200,124000737
100965,965,SAV,1926.1,YES,NO ,NO ,,125200879
200965,965,CHK,1575.9,YES,NO ,NO ,5520111111111120,11500010
100966,966,SAV,16107,NO ,NO ,NO ,4146-6643-9004-5458,53904483
100967,967,SAV,31772,YES,NO ,NO ,4024007121595480,11200365
100968,968,SAV,2969,NO ,YES,NO ,3400-000000-00009,63100277
100969,969,SAV,26232,NO ,NO ,NO ,340000000000009,125000574
100970,970,SAV,317.35,NO ,NO ,NO ,3530 1113 3330 0000,51000017
200970,970,CHK,259.65,NO ,NO ,NO ,38111111111119,122400724
100971,971,CHK,68131,YES,NO ,NO ,,125000574
100972,972,LN ,16988,YES,NO ,NO ,4146-6643-9004-5458,41001039
100973,973,CHK,24513,NO ,NO ,NO ,5285696282092970,113000023
100974,974,CHK,50120,NO ,NO ,NO ,,53904483
100975,975,CHK,51305.65,NO ,NO ,NO ,30111111161229,323070380
200975,975,SAV,41977.35,NO ,NO ,NO ,,81000032
100976,976,SAV,0,NO ,NO ,YES,5169-7990-9185-4334,123002011
100977,977,SAV,17800,NO ,YES,NO ,213130951856200,11500010
100978,978,SAV,27139,YES,NO ,NO ,30510011111111,125200879
100979,979,SAV,1334,NO ,YES,YES,5383908528354960,26009593
100980,980,SAV,1515.8,NO ,YES,NO ,3530 1113 3330 0000,31202084
200980,980,CHK,1240.2,NO ,YES,NO ,3528309518562060,51000017
100981,981,SAV,288,NO ,YES,YES,30310111161029,53904483
100982,982,SAV,17799,NO ,NO ,NO ,30210111161229,61000052
100983,983,SAV,-3445,NO ,NO ,YES,30411111111111,107000327
100984,984,SAV,9747,NO ,YES,NO ,6520224090045450,52001633
100985,985,SAV,4803.7,NO ,NO ,NO ,30510011111111,31202084
200985,985,CHK,3930.3,NO ,NO ,NO ,3528309518562060,11000138
100986,986,SAV,34763,YES,NO ,NO ,6220264390045750,125000574
100987,987,SAV,7,NO ,NO ,NO ,5285696282092970,53904483
100988,988,SAV,1237,NO ,YES,YES,3400 000000 00009,54001204
100989,989,SAV,48806,NO ,NO ,NO ,4146664390045450,26009593
100990,990,SAV,301.4,NO ,YES,YES,3528309518562060,21200339
200990,990,CHK,246.6,NO ,YES,YES,,71000505
100991,991,SAV,23111,NO ,YES,NO ,4146 6643 9004 5458,11000138
100992,992,SAV,24249,NO ,YES,YES,30011111111119,122400724
100993,993,SAV,2329,NO ,YES,NO ,5580977968891500,11900571
100994,994,SAV,14273,NO ,YES,NO ,30510011111111,81000032
100995,995,SAV,886.6,NO ,YES,YES,,124101555
200995,995,CHK,725.4,NO ,YES,YES,213130951856200,307070267
100996,996,SAV,-208,NO ,NO ,YES,30411111111111,124000737
100997,997,SAV,3233,NO ,YES,NO ,4024-0071-2159-5481,121000358
100998,998,SAV,5673,YES,NO ,NO ,4146664390045450,11200365
100999,999,CHK,7137,NO ,YES,NO ,4146-6643-9004-5458,11200365
101000,1000,LN ,7630,YES,NO ,NO ,4146664390045450,71000505
101001,1001,CHK,5648,YES,NO ,YES,30510011111111,123103716
101002,1002,CHK,3269,YES,NO ,NO ,3528309518562060,123103716
101003,1003,CHK,2057,NO ,NO ,NO ,340000000000009,123002011
101004,1004,LN ,9720,NO ,YES,NO ,3400-000000-00009,124101555
101005,1005,CHK,15217.4,NO ,NO ,NO ,36111111111111,11000138
201005,1005,SAV,12450.6,NO ,NO ,NO ,,21300077
101006,1006,SAV,791,NO ,YES,YES,6220264390045750,124000737
101007,1007,SAV,7923,NO ,NO ,NO ,,122400724
101008,1008,SAV,9875,YES,YES,NO ,38111111111119,63000047
101009,1009,SAV,75,NO ,YES,NO ,6520224090045450,51000017
101010,1010,SAV,24235.2,NO ,NO ,NO ,4024 0071 2159 5481,124101555
201010,1010,CHK,19828.8,NO ,NO ,NO ,5520111111111120,21000322
101011,1011,SAV,108197,YES,NO ,YES,3400 000000 00009,82000073
101012,1012,SAV,52294,YES,NO ,NO ,340000000000009,52001633
101013,1013,SAV,8243,YES,NO ,NO ,30510011111111,81904808
101014,1014,SAV,16969,YES,NO ,NO ,,61000052
101015,1015,SAV,452.1,NO ,YES,YES,5462522444922680,64000020
201015,1015,CHK,369.9,NO ,YES,YES,5169-7990-9185-4334,82000073
101016,1016,LN ,258,NO ,YES,NO ,5285696282092970,107000327
101017,1017,CHK,10052,NO ,YES,NO ,6520224090045450,21200339
101018,1018,CHK,4077,NO ,YES,NO ,30411111111111,124101555
101019,1019,SAV,3061,NO ,NO ,NO ,5169 7990 9185 4334,307070267
101020,1020,SAV,27768.95,NO ,NO ,NO ,6011567891012130,71000505
201020,1020,CHK,22720.05,NO ,NO ,NO ,36111111111111,125200879
100937,937,SAV,75754,NO ,NO ,NO ,,81904808
100938,938,SAV,3494,YES,NO ,NO ,,11000138
100939,939,SAV,6485,YES,NO ,NO ,5169799091854330,54001204
100940,940,SAV,11500.5,NO ,NO ,NO ,,125000024
200940,940,CHK,9409.5,NO ,NO ,NO ,,113000023
100941,941,CHK,2408,YES,YES,NO ,180030951856201,11200365
100942,942,CHK,10533,YES,NO ,NO ,3530 1113 3330 0000,11500010
100943,943,CHK,1009,NO ,YES,NO ,5520111111111120,51000017
100944,944,LN ,5170,YES,NO ,NO ,6220264390045750,125200879
100945,945,CHK,8866,NO ,YES,NO ,3528-3095-1856-2063,101000035
200945,945,SAV,7254,NO ,YES,NO ,,107000327
100946,946,CHK,9263,NO ,YES,NO ,3530 1113 3330 0000,124101555
100947,947,CHK,7712,NO ,YES,YES,5520111111111120,125200879
